index,title,text
34271,Impacts of social and economic factors on the transmission of coronavirus disease (COVID-19) in China,"Our main conclusions still hold with these mediating factors included. The effects of past infections are much smaller in the second half sample, suggesting that the virus outbreak has been contained. For the between-city transmissions, population flow from Wuhan poses a risk for new infections in other cities, with one week lag in the first half sample, and with two week lag in the second half sample. The effects are robust with the inclusion of other measures of proximity, such as those based on geography and economic similarity. Table 8 shows variables that affect transmissions within cities and whose coefficients are statistically significant at 0.1. In order to help compare across variables, we compute the changes in the variables needed in order for the coefficient of past infections on current cases to be reduced by 1. The effects of the environmental factors and population density are mixed. We also observe that the transmission rate is lower in cities with more doctors. Cities with higher per capita GDP have higher transmission rates, which may be due to more social interactions as a result of more economic activity 17 . However, until clearer mechanisms are identified and tested, this should be interpreted with caution."
34279,Impact of the contact and exclusion rates on the spread of COVID-19 pandemic,"We think that the more realistic scenarios are these in which the contact rate varies over time. In early phase of the epidemic, the contact rate may be reduced only by forcing people to stay at home; in the latter phase, when the number of daily cases exceeds a threshold, people isolate themselves to reduce the risk. In such scenario the number of daily new cases reaches peak proportional to an assumed ""fear"" threshold and then slowly decreases due to the decreasing fraction of susceptible individuals. Such scenario seems more realistic and, although devastating for both the economy and social life, grants time to develop and administer vaccine. Historical data on 1918-1919 H1N1 influenza pandemic suggest also that this ""fear"" threshold may not be constant in time, because people suffering from prolonged quarantine may tend to accept higher risk. When this ""negligence"" effect is included, one may obtain trajectories for which fast growth is followed by a plateau and then relatively fast decrease of daily cases. A bit surprisingly, this scenario, although not resulting from centrally imposed preventive policies, may be the most plausible non-containment scenario balancing health and economic costs."
34305,Temporal relationship between outbound traffic from Wuhan and the 2019 coronavirus disease (COVID-19) incidence in China,"We included demographic, economic, and geographical factors that are potential contributors to the provincial variation in the association between traffic volume and COVID-19 incidence."
34305,Temporal relationship between outbound traffic from Wuhan and the 2019 coronavirus disease (COVID-19) incidence in China,"In this analysis, we examined the temporal relationship between outbound traffic from Wuhan and the incidence of COVID-19 in 31 Chinese provinces. Our analyses suggest a positive timelagged association between human migration and the incidence of COVID-19. We identified 3 distinct clusters of provinces based on the timing and strength of associations: 42% of provinces showed <1 week of lagged association, 39% with 1 week, and 19% with 2-3 weeks. Provinces that are closer to Wuhan and have more passenger influx from Wuhan experienced a more prolonged impact from migration. The correlations between traffic volume and COVID-19 incidence were weaker in economically advantaged provinces. Furthermore, we estimated that All rights reserved. No reuse allowed without permission. author/funder, who has granted medRxiv a license to display the preprint in perpetuity. (95% CI: 13,589, 25,946) outside of Wuhan by the end of February. This is equivalent to a 39% reduction in expected cumulative incidence, suggesting that transportation control is an effective intervention to contain the COVID-19 outbreak in the absence of cure and immunization."
34452,Effectiveness and cost-effectiveness of public health measures to control COVID-19: a modelling study,"Hence, we need specific, effective, and cost-effective guidance framework of measures to deal with emerging COVID-19 in community transmission. The strategy framework was need to be developed based on the epidemiological characteristics, intervention feasibility, and economic cost."
34452,Effectiveness and cost-effectiveness of public health measures to control COVID-19: a modelling study,"The economic data derived from the field work and previous literature ( Table 1 ). The cost of personal protection included masks and handwashing (water and soap). The price of the mask was US$0.14 each and we assumed that two masks were used per person per day [22] . Given the soap using, the cost of handwashing per person per day was calculated as the formula provided in the previous study [23]:"
34452,Effectiveness and cost-effectiveness of public health measures to control COVID-19: a modelling study,"One-and-two-way sensitivity analyses were performed to explore impact of the parameters in the range to test the robustness of the findings, including the epidemiological characteristics, interventions implement, and economic parameters."
34457,Financing Vaccines for Global Health Security,"In this study, we examine the economic feasibility of developing and supporting a portfolio of vaccines for the world's most threatening emerging infectious diseases (EIDs) as determined by scientific experts, drawing from the list of targets made by the recently launched global initiative, the Coalition for Epidemic Preparedness Innovations (CEPI) (1) (2) (3) . Our portfolio is composed of the 141 preclinical assets identified by Gouglas et al. to be targeting the priority diseases."
34457,Financing Vaccines for Global Health Security,"Uncontrolled outbreaks of EIDs, defined as infections that have ""recently appeared within a population, or those whose incidence or geographic range is rapidly increasing or threatens to increase in the near future"" (5) , have the potential to devastate populations globally, both in terms of lives lost and economic value destroyed. Notable recent outbreaks of EIDs include the 1998 Nipah outbreak in Malaysia, the 2003 SARS outbreak in China, and the 2014 Ebola outbreak. In addition to the thousands of lives lost, the economic costs of these outbreaks are estimated as $671 million, $40 billion, and $2.2 billion, respectively (5) (6) (7) (8) ."
34457,Financing Vaccines for Global Health Security,"As the world becomes more globalized, urbanized, and exposed to the effects of climate change, the danger of infectious diseases has become an even greater concern (9), as emerging and re-emerging strains become more diverse, and outbreaks become more frequent. While distinct from the emerging infectious diseases, influenza serves as the best example of the destruction that viruses with pandemic potential can inflict on the modern world. As a baseline, avian influenza outbreaks in the U.S. since late 2014 have caused economy-wide losses estimated at $3.3 billion domestically, and have significantly disrupted trade (10) . The 1918 influenza pandemic, however, is estimated to have infected 500 million people and killed 3-5% of the world's population. In 2006, Dr. Larry Brilliant stated that 90% of the epidemiologists in his confidence agreed that there would be a large influenza pandemic within two generations, in which 1 billion people would sicken, 165 million would die, and the global economy would lose $1 to $3 trillion (11) (see Supplementary Materials for further discussion). Controlling EIDs before they have the chance to reach comparable scale represents a significant opportunity to prevent similar loss. few economic incentives for manufacturers to develop preventative vaccines for EIDs, due to the high costs of R&D and the uncertain future demand. Even if protection against these emerging diseases were immediately achievable with existing technology, development costs are significant (12) , as they are for any pharmaceutical development program. Pronker et al. (13) estimate that it costs between $200-900 million for a new vaccine to be created. Failure to gain approval also poses a substantial risk, as successful passage through clinical trials only occurs 6-11% of the time (13, 14) . Regulatory challenges are particularly prominent in EID vaccine development, as viable candidates are rarely available for distribution during outbreaks, making safety and efficacy testing difficult. As a result, vaccine development for EIDs has been reactive and technologically conservative (15) ."
34457,Financing Vaccines for Global Health Security,"Of course, this subscription model considers only the development cost of vaccines. Once developed, the production and stockpiling of these vaccines would require further funding, but the subscription model can be applied on an ongoing basis, and at a much lower annual cost. Access to these vaccines by non-G7 countries must also be considered, but such access involves political and ethical issues that are beyond the scope of this economic analysis."
34457,Financing Vaccines for Global Health Security,"These results suggest that a government-led subscription model is financially feasible and would likely yield significant economic and political benefits to all participating governments. While the usual challenges of broad multi-national cooperation must be overcome, early traction from organizations such as Civica Rx suggests that focused, inclusive collaboration can ensure sustained supplies of life-saving drugs (32). "
34457,Financing Vaccines for Global Health Security,"Vaccines only sell for a fraction of their economic value, in some cases for only a few dollars. They provide myriad benefits, like enabling would-be patients to live longer, healthier lives (33, 34) , and bearing yet-undervalued gains in productivity and positive externalities to society at large (35) (36) (37) . Although the low price of vaccines is meant to benefit individuals and regions with lower incomes, in the long run, it has had the opposite effect, causing them to be medically underserved due to a lack of vaccine investment. Pharmaceutical companies and investors are directing their resources to projects in which the estimated return on investment is more predictable and lucrative. Vaccine prices are currently set far below the prices of drugs that treat other serious conditions, such as cancer, despite the enormous societal value of vaccines in general, and those to ensure global health security in particular."
34457,Financing Vaccines for Global Health Security,"In addition to pricing, another challenge lies in assessing the future demand for EID vaccines. Due to the inherent unpredictability in the scale and timing of outbreaks, the future demand for a specific EID vaccine is typically unclear. An additional factor is geopolitical. Diseases that are traditionally found in only a few, lower-income countries may not attract as many R&D dollars because generating a return on investment is more difficult in those limited markets (25, 38) . While wealthier governments might issue purchase agreements to assure vaccine sponsors of returns (38), these commitments are more difficult to secure for EIDs in lower-income countries or those undergoing economic hardship. However, an increasing number of stakeholders are realizing the danger of this dynamic for low and high-income countries alike, as under epidemic outbreak conditions, diseases like Zika and Ebola have the potential to spread much further than their traditional locales. The Ebola outbreaks in West Africa in 2014 demonstrate how the absence of vaccine demand prior to an event may result in a tragic loss of life and a regional economic setback. It is a significant concern that years after those outbreaks, the demand for Ebola vaccines remains limited and uncertain, allowing gaps in preparedness to persist (39) (40) (41) ."
34457,Financing Vaccines for Global Health Security,"Unless these market challenges are addressed, the global population will remain vulnerable to substantial human and economic losses when epidemics and pandemics arise."
34457,Financing Vaccines for Global Health Security,"Perhaps key to the problem of EID vaccine funding is a deficiency in the pricing of the risk of infection by EIDs. Although the prevention of epidemics and pandemics saves countless lives and billions of dollars of economic value, the revenue realized by vaccine manufacturers is only a very small fraction of this value. With this in mind, an examination of a capitated fee structure-a subscription model-applied to vaccine development and acquisition is promising. Under the current model, vaccines are purchased a la carte after outbreaks begin."
34457,Financing Vaccines for Global Health Security,"As past efforts demonstrate, the key to generating interest in developing vaccine assets is to offer sufficient financial incentives for would-be developers, such as direct market commitments or priority review vouchers. Closing the gap between the economic value of"
34457,Financing Vaccines for Global Health Security,"In Table S9 , we find that the expected return of the portfolio increases as the cost per project decreases. Similarly, Table S10 reports that the expected return of the portfolio increases as the probability of success of each project increases. However, even under more optimistic assumptions, the expected annualized return of the megafund for the base case remains significantly negative, increasing from -61.1% to only -57.4% when the probability of success is increased by 150%. This sensitivity analysis underscores the robustness of our results, and demonstrates that an EID vaccine portfolio remains economically unviable even under relatively optimistic cost and revenue assumptions."
34493,Estimating excess 1- year mortality from COVID-19 according to underlying conditions and age in England: a rapid analysis using NHS health records in 3.8 million adults,"The COVID-19 pandemic may cause excess mortality over the next year in the population both because of deaths among those infected, and because people who are not infected are experiencing social and economic upheaval; meanwhile the ability of health services to provide high quality of care for both infected and uninfected patients is increasingly threatened."
34495,The Effect of Large-Scale Anti-Contagion Policies on the Coronavirus (COVID-19) Pandemic,"Populations in almost every country are now currently weighing whether, or when, the health benefits of anti-contagion policies are worth the costs they impose on society. For example, restrictions imposed on businesses are increasing unemployment, 19 travel bans are bankrupting airlines, 20 and school closures may have enduring impacts on affected students. 21 It is therefore not surprising that some populations hesitate before implementing such dramatic policies, particularly when these costs are visible while their health benefits -infections and deaths that would have occurred but instead were avoided or delayed -are unseen. Our objective is to measure this direct benefit; specifically, how much these policies slowed the growth rate of infections. We treat recently implemented policies as hundreds of different natural experiments proceeding in parallel. Our hope is to learn from the recent experience of six countries where the virus has advanced enough to trigger largescale policy actions, in part so that societies and decision-makers in the remaining 180+ countries can access this information immediately."
34495,The Effect of Large-Scale Anti-Contagion Policies on the Coronavirus (COVID-19) Pandemic,"We employ well-established ""reduced-form"" econometric techniques 23, 24 commonly used to measure the effect of policies 25, 26 or other events (e.g., wars 27 or environmental changes 28 ) on economic growth rates. Similarly to early COVID-19 infections, economic output generally increases exponentially with a variable rate that can be affected by policy or other conditions. Unlike process-based epidemiological models, 7-9, 12, 22, 29, 30 the reduced-form statistical approach to inference that we apply does not require explicit prior information about fundamental epidemiological parameters or mechanisms, many of which remain unknown in the current pandemic. Rather, the collective influence of these factors is empirically recovered from the data without modeling their individual effects explicitly (see Methods). Prior work on influenza, 31 for example, has shown that such statistical approaches can provide important complementary information to process-based models."
34495,The Effect of Large-Scale Anti-Contagion Policies on the Coronavirus (COVID-19) Pandemic,"To construct the dependent variable, we transform location-specific, sub-national time-series of infections into first-differences of their natural logarithm, which is the per day growth rate of infections (see Methods). We use data from first-or second-level administrative units and data on active or cumulative cases, depending on availability (see Appendix Section 2). We then employ widely-used panel regression models 23, 24 to estimate how the daily growth rate of infections changes over time within a location when different combinations of large-scale social policies are enacted (see Methods). Our econometric approach accounts for differences in the baseline growth rate of infections across locations due to differences in demographics, socio-economic status, culture, or health systems across localities within a country; it accounts for systemic patterns in growth rates within countries unrelated to policy, such as the effect of the work-week; it is robust to systematic under-surveillance; and it accounts for changes in procedures to diagnose positive cases (see Methods and Appendix Section 2). The reduced-form statistical techniques we use are designed to measure the total magnitude of the effect of changes in policy, without attempting to explain the origin of baseline growth rates or the specific epidemiological mechanisms linking policy changes to infection growth rates (see Methods). Thus, this approach does not provide the important mechanistic insights generated by process-based models; however, it does effectively quantify the key policyrelevant relationships of interest using recent real-world data when fundamental epidemiological parameters are still uncertain."
34495,The Effect of Large-Scale Anti-Contagion Policies on the Coronavirus (COVID-19) Pandemic,"We estimate a multiple regression version of Equation 6 using ordinary least squares. We include a vector of sub-national unit-fixed effects θ 0 (i.e. varying intercepts captured as coefficients to dummy variables) to account for all time-invariant factors that affect the local growth rate of infections, such as differences in demographics, socio-economic status, culture, or health systems. 24 We include a vector of day-of-week-fixed effects δ to account for weekly patterns in the growth rate of infections that are common across locations within a country. We include a separate singleday dummy variable each time there is an abrupt change in the availability of COVID-19 testing or a change in the procedure to diagnose positive cases. Such changes generally manifest as a discontinuous jump in infections and a re-scaling of subsequent infection rates (e.g. See China in Figure 1 ), effects that are flexibly absorbed by a single-day dummy variable because the dependent variable is the first-difference of the logarithm of infections. Denote the vector of these testing dummies µ."
34495,The Effect of Large-Scale Anti-Contagion Policies on the Coronavirus (COVID-19) Pandemic,Département -level populations are obtained from the National Institute of Statistics and Economic database https://www.insee.fr/fr/statistiques/2012713#tableau-TCRD_004_tab1_departements .
34506,COVID-19 attack rate increases with city size,"In the absence of a vaccine, social distancing remains the only option to slow down the spread of the disease and arrest potential mortality. Governments around the world are now enacting aggressive policies, including ""shelter in place"" and emergency closures of all nonessential services, which carry severe economic and social consequences. For example, in the last week, the US Centers for Disease Control and the White House have recommended extreme social distancing in order to slow down the current outbreak of novel coronavirus disease 2019 (COVID-19) (5). However, these measures are less aggressive than what has been put in place elsewhere (6) . There is still a great deal of uncertainty as to how strong social distancing recommendations must be or how long they must last. Importantly, national and regional social distancing policies are likely to impact individual cities differently."
34506,COVID-19 attack rate increases with city size,"Cities are predicated on extensive and intense socioeconomic interactions. Many of their measurable properties -from the size of their economies, to their crime rates, to the prevalence of certain infectious diseases -are mediated by socioeconomic interactions. These interactions are subject to well known scaling effects, which are magnified by city population size (7) . All of these relationships are tied to socioeconomic networks with average degree (number of social connections per capita) that increases approximately as a power law of city size k(N ) = k 0 N δ , with δ 1/6 (7, 8) ."
34506,COVID-19 attack rate increases with city size,"These observations have a number of implications that might inform evolving national, regional, and local responses to the outbreak of COVID-19. First, it is particularly important for larger cities to act quickly to contain this outbreak. Second, social distancing will impact cities differently based on city size. From the perspective of containing the outbreak, larger cities require more aggressive social distancing policies, corresponding to a larger p R . At the same time, once the outbreak is contained it might be possible to relax social distancing policies in smaller cities first, allowing a faster return to normal life and economic activity compared to more populous cities."
34506,COVID-19 attack rate increases with city size,"These distinctions may help to bring more nuance to ongoing strategies for suppression and control of COVID-19, including gradually restoring socioeconomic activity in context appropriate and safe ways."
34506,COVID-19 attack rate increases with city size,"Finally, as strategies for controlling this outbreak continue to evolve, it is critical to keep in mind that almost everything that we appreciate about urban environments, including their economic prowess, their ability to innovate, and their role in their inhabitants social and mental health, is predicated on network effects mediated by socioeconomic interactions. The ability to succeed against a fast emerging epidemic like COVID-19 depends on preserving as much person-to-person connectivity (e.g., through technology), while stopping disease transmission."
34506,COVID-19 attack rate increases with city size,"Research on safe types of socioeconomic contact and exchange is therefore paramount so that we can succeed in controlling this outbreak while maintaining livelihoods, socioeconomic capacity, and mental health. This can in principle be done through approaches that make the most of emerging, real-time data to create context appropriate suppression strategies at local, regional, national, and global levels."
34506,COVID-19 attack rate increases with city size,"The higher socioeconomic connectivity of larger cities in a fast urbanizing world makes containing emergent epidemics harder. But the density of socioeconomic connections in cities can also facilitate the spread of information, social coordination, and innovations necessary to stop the spread of COVID-19. This information and associated actions can easily spread much faster than the biological viral contagion. To fight an exponential, we need to create an even faster exponential! . CC-BY-NC-ND 4.0 International license It is made available under a author/funder, who has granted medRxiv a license to display the preprint in perpetuity."
34510,Is scaling-up COVID-19 testing cost-saving?,"author/funder, who has granted medRxiv a license to display the preprint in perpetuity. Values lower than 0 (red cells) indicate net economic losses, while values higher than 0 (blue cells) indicate net economic savings."
34545,Targeted adaptive isolation strategy for Covid-19 pandemic,"Our model and conclusions relies on the separation of the population based on age and health into two compartments with very different outcomes. Of course there could be a certain grey area where the separation between the two subpopulations is not always clear. In this case the separation should be determined as a usual trade-off between resources available and risk. The immunity may not be complete but from the limited information currently available on Covid-19, it appears to be fairly robust. In the absence of alternative options available the development of population level immunity could be the optimal resolution of the global pandemic at least in regions where the infection is already widespread, e.g. in Western Europe. Some countries, for example Italy and Spain, implemented severe social distancing, but so far seems to be unable to stop the progress of the epidemic and may in fact be on track towards achieving large scale immunity in the population. However, with too much focus on the implementation of uniform social distancing and no clear targeted measures for identifying and efficiently protecting the vulnerable sub-population can lead to a very dangerous scenario with high mortality in spite of the high social and economic costs of an extended and potentially recurrent epidemic. "
34587,"Mathematical modeling of COVID-19 transmission and mitigation strategies in the population of Ontario, Canada","This pathogen represents a significant challenge for public health, pandemic planning, and healthcare systems. The SARS-CoV-2 virus is highly transmissible (4) (5) (6) (7) . It causes moderate to severe clinical outcomes in approximately 20% of all recognized infected individuals (5, 8, 9) . In the absence of a vaccine, public health responses have focused on the use of non-pharmaceutical interventions (NPIs) (10) . These NPIs include: (1) ""case-based"" measures such as testing, contact tracing, isolation, and quarantine, and (2) ""non-case-based"" measures such as reducing the probability of transmission given an effective contact (e.g. hand hygiene, and cough etiquette), and social distancing measures to reduce the contact rate in the population. Social distancing minimizes opportunities for person-to-person transmission of the virus to occur. These social distancing measures include some combination of school closure, teleworking, cancellation of group activities and events, and a general overall reduction in community contacts. While they are expected to be effective in reducing transmission of SARS-CoV-2, they are also associated with substantial economic costs and social disruption."
34587,"Mathematical modeling of COVID-19 transmission and mitigation strategies in the population of Ontario, Canada","Societal disruption measures could include outcomes such as the overall duration of time that the intervention needs to be to achieve the associated reductions in morbidity and mortality. A challenge for pandemic response using NPIs is that, in a fully susceptible population, although NPIs may slow disease transmission while they are in place, once the intervention is lifted (or compliance with the intervention becomes low), the transmission of the pathogen rebounds rapidly (10, 12) . In the case of COVID-19, it may not be possible to minimize morbidity and mortality, and societal and economic disruption at the same time."
34587,"Mathematical modeling of COVID-19 transmission and mitigation strategies in the population of Ontario, Canada","is the (which was not peer-reviewed) The copyright holder for this preprint . https://doi.org/10.1101/2020.03.24.20042705 doi: medRxiv preprint 1 0 Interpretation COVID-19 poses an extraordinary challenge to societies. While severe illness, particularly in older individuals, is frequent enough to overwhelm a society's ICU capacity (19) , mild unrecognized illness (particularly in younger individuals) contributes to spread (20) , and epidemics may only be recognized when superspreader events occur (21) , often in vulnerable settings like health care facilities (22) . In contrast to SARS (23), the high frequency of mild cases means that strategies which focus on case identification and isolation alone are likely to fail (22) . Control strategies for COVID-19 thus need to balance competing risks: the risks of mortality and health system collapse, on the one hand, against economic risks and attendant hardships (and health consequences) on the other. In this work, we evaluated plausible strategies for attenuating the COVID-19 epidemic in Ontario, Canada. We focussed on ICU resources for two reasons: first, because this component of most health systems represents a scarce resource prone to being saturated; and secondly because such saturation results in abrupt surges in casefatality, as individuals with acute respiratory distress syndrome will die quickly without the . CC-BY-NC 4.0 International license It is made available under a author/funder, who has granted medRxiv a license to display the preprint in perpetuity."
34587,"Mathematical modeling of COVID-19 transmission and mitigation strategies in the population of Ontario, Canada","is the (which was not peer-reviewed) The copyright holder for this preprint . https://doi.org/10.1101/2020.03.24.20042705 doi: medRxiv preprint occupancy, could maintain health system capacity and also allow periodic psychological and economic respite for populations. 1 5 24."
34636,Re-analysis of SARS-CoV-2 infected host cell proteomics time-course data by impact pathway analysis and network analysis. A potential link with inflammatory response.,"The disease known as coronavirus disease , potentially caused by an outbreak of the severe acute respiratory syndrome-coronavirus 2 (SARS-CoV-2), has hit the world hard 1 . Initially reported in December 2019 in the Chinese city of Wuhan, and potentially linked to a zoonosis related to a wild animal market, COVID-19 has spread globally very rapidly, and World Health Organization (WHO) declared it a pandemic on March 11 th 2020. As of March 25 th 2020, there are 416,686 confirmed cases and 18,589 confirmed deaths, with 197 countries affected (WHO, www.who.int, data accessed on March 23 rd 2020), becoming the biggest health emergency of the 21st century. Because there is currently neither effective treatment nor vaccine, the main measure taken by nations has been social distancing first, and then partial or total preventive lockdown afterwards, deriving in the biggest global economic crisis also of the 21st century."
34655,Projecting the Spread of COVID19 for Germany,"There is no need to stress the importance of the Coronavirus disease (COVID-19) for public health, economic consequences and well-being of individuals. Yet, there is a need for more knowledge about objective information and reliable predictions of how the pandemic will likely evolve in the months to come. How large is the risk of any individual to get infected on a particular day or within a week? How does this risk change over time? How large is the expected number of individuals ever infected and how large is the number of individuals infected at any point in time? The latter question is the main concern of the public, politicians and health practitioners to ensure su¢ cient provision of health services. Finally, what are the e¤ects of policy interventions that are already implemented and that are being discussed? This paper starts by describing what we know quantitatively about the spread of the Corona epidemic in the Chinese province of Hubei and in South Korea. This o¤ers insights from two episodes of epidemics that seem to be coming to an end and that help in making predictions for other countries. We then compare the time-series evidence from Hubei and South Korea with cross-sectional information in European countries."
34655,Projecting the Spread of COVID19 for Germany,"Why should economists work on an epidemic? The economic costs of COVID-19 are huge and seem to be larger than those of the …nancial crisis starting in 2007. 4 This paper provides a model that allows to understand the spread of the disease. We employ a model in the tradition of search and matching models originating from Diamond (1982) , Mortensen (1982) and Pissarides (1985) . The basic structure of these models (continuous time Markov chains) is identical to epidemiological models (as becomes clear very quickly when reading overviews like e.g. Hethcote, 2000) . Compared to standard search and matching models, we do allow for four states, however. We extend the typical matching framework from a technical perspective by taking the stochastic nature of transitions and their prediction for the probability to be in various states into account. These probabilities are described by forward Kolmogorov equations. As we work with a discrete number of states, we obtain an ordinary di¤erential equation system. 5 The conclusion discusses various next steps that should be undertaken to understand economic consequences of COVID-19 better. We believe that our framework can form the basis for an understanding of economic costs of the pandemic."
34655,Projecting the Spread of COVID19 for Germany,"This section describes what we know quantitatively about the spread of reported infections. We start with Hubei and its capital Wuhan in China. We afterwards look at South Korea and very brie ‡y at Japan. We focus on the evolution of the number of individuals that were ever reported to be sick during the current epidemic. This number, by construction, can only rise. We chose Hubei and South Korea as the epidemics seem to come to an end in these countries. Given the huge uncertainty about long-run infection rates and individual risk to get sick after an infection with CoV-2, we consider the long-run ratios of sick reported individuals to the overall population a benchmark that allows us to judge the credibility of our predictions for Germany. We are aware that we compare very di¤erent countries with very di¤erent cultural and political habits and medical systems. For reference, we also look at a cross section of infections for European countries. See the appendix for a description of data sources. 6 Hubei Since the onset of the outbreak in the Hubei province in China, the number of con…rmed cases has risen dramatically, peaking at 67,801 (WHO Situation Reports, 2020). 7 Reporting began in January 2020 and we note that in mid-February, the WHO changed its classi…cation methodology by reporting both clinically and lab con…rmed cases rather than only lab con…rmed cases. In terms of cumulative numbers, the total reported cases of infected individuals rose 4 Eichenbaum et al. (2020) study the e¤ects of the CoV-2 epidemic on economic decisions of households. They emphasize the household decisions to reduce labour supply exacerbate the recessionary e¤ects of the epidemic. They apply their model to the US. Barro et al. (2020) employ mortalities and economic consequences of the ""Spanish Flu"" to provide estimates of the world wide consequences of COVID19. They do not o¤er a detailed projection for Germany. The costs for Germany are estimated by Dorn et al. (2020) . Atkeson (2020) provides esitmates of economic consequences of COVID19 for the US. 5 When working with continuous states like e.g. wealth or labour income, partial di¤erential equations result. See e.g. Bayer and Wälde (2010a) , Achdou et al. (2020) , Kaplan et al. (2018) or Khieu and Wälde (2020) . 6 Note that all …gures below are as of 26 March 2020 and come from the Johns Hopkins University dataset from Dong et al. (2020) . 7 There are attempts to correct supposedly under reported numbers from China by employing South Korea as a benchmark country (Lachmann, 2020). continuously since January, since there have been continuous in ‡uxes of new cases and very little communication about individuals transitioning back to being healthy."
34655,Projecting the Spread of COVID19 for Germany,"We compare the daily risk of 1 in 10,000 or the weekly risk of 7 in 10,000 with the long-run risk of 7 in 100 by the end of the epidemic to be or have been sick (as discussed after …gure 4), it seems that at the individual level, the daily or even weekly risk of the epidemic is not really a major health risk. 19 It is clear, however, that at the level of society, the epidemic is a major issue. This di¤erence between the individual risk and aggregate outcomes is the result of a classic negative externality. Even individuals that take into account the overall risk of 7 in 100 to turn sick might not be concerned. If the risk of infecting others was taken into account, individual behaviour would look di¤erently. This is why governmental interventions have a clear justi…cation from the perspective of market failure and public economics."
34668,Inclusive Costs of NPI Measures for COVID-19 Pandemic: Three Approaches,"Existing literature suggests that mitigation policies do not necessarily provide net benefits to the society (Mesnard and Seabright, 2009 ). While mitigation decreases deaths, it also reduces economic activity. For example, preliminary data from China suggests approximately 10% decline in GDP in the first quarter of 2020 1 ."
34668,Inclusive Costs of NPI Measures for COVID-19 Pandemic: Three Approaches,"This paper conducts the first (to out knowledge) cost-benefit analysis of potential mitigation measures for the COVID-19 epidemic in the US. We calculate total societal costs of the pandemic and corresponding non-pharmaceutical measures. These costs include three components: costs of mortality, costs of illness and costs of reduced economic activity due to mitigation and precautionary demand."
34668,Inclusive Costs of NPI Measures for COVID-19 Pandemic: Three Approaches,"Economic costs come from three sources: direct costs of illness and treatment, employment losses and losses due to falling demand or mandatory shutdowns. This approach is consistent with the standard approaches used to estimate economic costs of the epidemic Falling demand and mandatory shutdowns affect transport, food services, accommodation, arts and recreation. In the herd immunity approach, food services, arts and recreation shut down completely. Air transport loses 70% of output (note that about 15% of revenue in the US comes from mail and cargo) while ground transport and accommodation lose 50% of output for the duration of NPI measures (until May 2022). There are no mandatory shutdowns in the laissez-faire approach, but for peak infection month people avoid shopping in public places. For simplicity, we assume that the decrease in demand during the peak month of the epidemic (June 2020) is equal to the decrease in demand experienced due to social distancing measures in the herd immunity approach."
34668,Inclusive Costs of NPI Measures for COVID-19 Pandemic: Three Approaches,"Given that the existing research tends to point to higher willingness-to-pay to avoid SARS infections and a higher estimate for VSL used by the Environmental Protection Agency, economic costs of suppression measures seems to be justified. However, given the relatively close estimate of total costs for both approaches, it would be interesting to see how these estimate would change if accounting for additional factors (see extensions) 9 . CC-BY 4.0 International license It is made available under a is the author/funder, who has granted medRxiv a license to display the preprint in perpetuity."
34668,Inclusive Costs of NPI Measures for COVID-19 Pandemic: Three Approaches,The copyright holder for this preprint . https://doi.org/10.1101/2020.03.26.20044552 doi: medRxiv preprint or by more accurate economic projections.
34668,Inclusive Costs of NPI Measures for COVID-19 Pandemic: Three Approaches,"Increasing Healthcare Capacity. Increasing critical care capacity would allow to infect a larger number of individuals each month. This would have no effect on the total mortality, but would decrease the duration of suppression measures and reduce their economic impact. Accounting for this factor would decrees total costs of the herd immunity approach. is the author/funder, who has granted medRxiv a license to display the preprint in perpetuity."
34668,Inclusive Costs of NPI Measures for COVID-19 Pandemic: Three Approaches,The copyright holder for this preprint . https://doi.org /10.1101 /10. /2020 infection at the capacity and to reduce economic costs. Accounting for these changes would decrease total costs of the herd immunity approach.
34706,Dynamic Modeling to Identify Mitigation Strategies for Covid-19 Pandemic,"While more and more affected populations are moving from containment towards risk mitigation plans for Covid-19, it is important to understand the engaged mechanisms underlying this pandemic-spread. Outcomes of social distancing : social distancing phase with 70% lower infection rate (50 to 100 days) followed by one year of high frequency testing with a 1.7666 times higher detection rate. Dashed lines represent the immune (n s,init − n s (t)), dash-dotted lines the infected (n i|u + n i|d ) and solid lines the deceased (n k ) population; on the top with linear and in the middle with logarithmic scaling. In the bottom logarithmic plots the detected infected population (dotted lines) is shown together with the intensive care unit capacity (horizontal long dashed lines). The values are in % of the initial susceptible population size and are plotted over number of days. The light and dark gray shadings marks the ""social distancing"" and ""more frequent testing"" phases, respectively. 15 All rights reserved. No reuse allowed without permission. author/funder, who has granted medRxiv a license to display the preprint in perpetuity. and mass testing are investigated in this paper. It is found that the latter can significantly reduce the percentage of people getting infected and the death toll. It is important to emphasize here that more testing has to be applied to individuals without symptoms, since those with symptoms contain themselves automatically in most cases. As improved testing capacities are built up, our approach may help to decide when alternative mitigation methods may not only complement, but eventually replace the current social distancing regime. This may help to minimize the socio-economical impacts resulting from severe social isolation policies. While social distancing is currently essential, it is of utmost importance that the testing capabilities are upgraded such that they cover large portions of affected populations in the near future."
